التاريخ,مفتاح الترتيب,الملف المصدر,نوع المستند,المسار,وسم آلي,وسم مراجعة
02/12/1432,0,الشكوى الرابعة,شكوى,م. الشكوى الرابعة لوزير العدل ـ 09-06-1446 (ملفان),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
18/8/1434,0,الشكوى ومرفقاتها,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
24/09/1434,0,الشكوى ومرفقاتها,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
26/11/1436,0,الشكوى ومرفقاتها,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
20 / 3 / 1445,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
26/11/1431,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
29/02/1435,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
08/04/1445,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
16/03/1445,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
26/7/1434,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
18/11/1393,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
21/04/1438,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
20/09/1431,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1/1/1445,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
12/05/1438,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
12/5/1438,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
25/07/1432,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
4/3/1432,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
8/6/1433,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
2/12/1432,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
02/04/1444,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
10/11/1444,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
01/08/1444,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
22/10/1444,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
16/10/1431,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1/12/1442,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
11/4/1437,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
09/11/1443,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
21/11/1433,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
10/2/1434,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
11/11/1444,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
02/12/1432,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
10/ 2/ 1438,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1/ 12/ 1442,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
14/ 10/ 1427,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
6/ 11/ 1429,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
14/ 3/ 1428,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
20/ 09/ 1431,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
3/ 12/ 1429,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
10/ 2/ 1434,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
2/ 12/ 1432,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
06/ 11/ 1442,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
01/ 09/ 1442,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
25/ 2/ 1445,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
20/ 9/ 1431,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
16/ 10/ 1431,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
3/ 11/ 1431,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
18/ 2/ 1432,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
8/ 6/ 1432,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
17/ 4/ 1433,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
4/ 8/ 1432,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
12/ 3/ 1433,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
8/ 6/ 1433,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
6/ 2/ 1434,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
26/ 7/ 1434,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
18/ 6/ 1432,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
4/ 3/ 1432,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
12/ 4/ 1438,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
28/ 6/ 1442,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
12/ 2/ 1432,0,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1385 / 3 / 17,13850317,الشكوى ومرفقاتها,شكوى,ط. الشكوى الأولى لوزير العدل رقم 230747621 ـ 30-04-1445 (4 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1385 / 3 / 17,13850317,شكوى أسامة أحمد زيني ـ دعوى رقم 42824717 ـ 30-04-1445 ـ حجم اقل.pdf,شكوى,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1385 / 3 / 17,13850317,شكوى أسامة أحمد زيني ـ دعوى رقم 42824717.pdf,شكوى,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1385 / 3 / 17,13850317,شكوى اسامة زيني لوزير العدل 13-11-1445 ـ 21-05-2024.pdf,شكوى,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1385 / 3 / 17,13850317,ملف مؤقت tmp,حكم / صك,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1385 / 3 / 17,13850317,شكوى اسامة زيني الى وزير العدل ـ 13-011-1445 ـ 21-05-2024 ـ ومرفقاتها.pdf,شكوى,ك. إعادة فتح الشكوى الثانية 199058 ـ 13-11-1445 (7 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1385 / 3 / 17,13850317,شكوى لوزير العدل 13-11-1445,شكوى,ك. إعادة فتح الشكوى الثانية 199058 ـ 13-11-1445 (7 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1385 / 3 / 17,13850317,شكوى اسامة زيني الى وزير العدل ـ 26-04-1446 ـ 29-10-2024 ـ ومرفقاتها.pdf,شكوى,ل. الشكوى الثالثة لوزير العدل ـ 26-04-1446 (7 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1385 / 3 / 17,13850317,الشكوى الرابعة,شكوى,م. الشكوى الرابعة لوزير العدل ـ 09-06-1446 (ملفان),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1385 / 3 / 17,13850317,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1385 / 3 / 22,13850322,الشكوى ومرفقاتها,شكوى,ط. الشكوى الأولى لوزير العدل رقم 230747621 ـ 30-04-1445 (4 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1385 / 3 / 22,13850322,شكوى أسامة أحمد زيني ـ دعوى رقم 42824717 ـ 30-04-1445 ـ حجم اقل.pdf,شكوى,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1385 / 3 / 22,13850322,شكوى أسامة أحمد زيني ـ دعوى رقم 42824717.pdf,شكوى,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1392/2/15,13920215,ملحق تنازل الشيخ احمد زيني عن كامل حصصه الى الشيخ اسامة في شركة احمد زيني التجارية ـ 16-10-1431.pdf,عقد / اتفاقية,أ. المجلد الرئيسي للقضية,[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1392/2/15,13920215,مذكرة طلب النقض على الحكم النهائي,حكم / صك,ب. المذكرات المقدمة من الطرفين (49 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1392/2/15,13920215,مرفق 1 ـ مذكرة عزام خوج ـ 05-07-1434,مذكرة قضائية,ب. المذكرات المقدمة من الطرفين (49 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1392/2/15,13920215,مرفق 3 ـ مذكرة أبو راشد ـ 23-01-1443,مذكرة قضائية,ب. المذكرات المقدمة من الطرفين (49 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1392/2/15,13920215,الشكوى ومرفقاتها,شكوى,ط. الشكوى الأولى لوزير العدل رقم 230747621 ـ 30-04-1445 (4 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1392/2/15,13920215,شكوى أسامة أحمد زيني ـ دعوى رقم 42824717 ـ 30-04-1445 ـ حجم اقل.pdf,شكوى,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1392/2/15,13920215,شكوى أسامة أحمد زيني ـ دعوى رقم 42824717.pdf,شكوى,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1392/2/15,13920215,ملحق تنازل عدنان عن حصته ـ 10-02-1434 ـ نسخة,عقد / اتفاقية,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1396/2/15,13960215,حكم الولاية على الشيخ أحمد زيني من القاضي الزايدي مصدق من الاستئناف - 26-07-1434.pdf,حكم / صك,أ. المجلد الرئيسي للقضية,[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1411/4/11,14110411,اتفاقية الصلح والتخارج في شركات أحمد زيني وأولاده ـ مصدقة من المحكمة,حكم / صك,أ. المجلد الرئيسي للقضية (39 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1411/08/03,14110803,مذكرة طلب النقض على الحكم النهائي,حكم / صك,ب. المذكرات المقدمة من الطرفين (49 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1411/08/03,14110803,الشكوى ومرفقاتها,شكوى,ط. الشكوى الأولى لوزير العدل رقم 230747621 ـ 30-04-1445 (4 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1411/08/03,14110803,شكوى أسامة أحمد زيني ـ دعوى رقم 42824717 ـ 30-04-1445 ـ حجم اقل.pdf,شكوى,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1411/08/03,14110803,شكوى أسامة أحمد زيني ـ دعوى رقم 42824717.pdf,شكوى,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1411/08/03,14110803,ملحق تنازل عدنان عن حصته ـ 10-02-1434,عقد / اتفاقية,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1411/8/30,14110830,مرفقات المدعي عدنان زيني في الدعوى رقم 42824717.pdf,عقد / اتفاقية,أ. المجلد الرئيسي للقضية,[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1413/9/8,14130908,ملحق تنازل الشيخ احمد زيني عن كامل حصصه الى الشيخ اسامة في شركة احمد زيني التجارية ـ 16-10-1431.pdf,عقد / اتفاقية,أ. المجلد الرئيسي للقضية,[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1413/9/8,14130908,مذكرة طلب النقض على الحكم النهائي,حكم / صك,ب. المذكرات المقدمة من الطرفين (49 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1413/9/8,14130908,مرفق 1 ـ مذكرة عزام خوج ـ 05-07-1434,مذكرة قضائية,ب. المذكرات المقدمة من الطرفين (49 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1413/9/8,14130908,مرفق 3 ـ مذكرة أبو راشد ـ 23-01-1443,مذكرة قضائية,ب. المذكرات المقدمة من الطرفين (49 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1413/10/26,14131026,مرفقات المدعي عدنان زيني في الدعوى رقم 42824717.pdf,عقد / اتفاقية,أ. المجلد الرئيسي للقضية,[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1413/10/26,14131026,ملحق تنازل الشيخ احمد زيني عن كامل حصصه الى الشيخ اسامة في شركة احمد زيني التجارية ـ 16-10-1431.pdf,عقد / اتفاقية,أ. المجلد الرئيسي للقضية,[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1413/10/26,14131026,مذكرة طلب النقض على الحكم النهائي,حكم / صك,ب. المذكرات المقدمة من الطرفين (49 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1413/10/26,14131026,مرفق 1 ـ مذكرة عزام خوج ـ 05-07-1434,مذكرة قضائية,ب. المذكرات المقدمة من الطرفين (49 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1413/10/26,14131026,الشكوى ومرفقاتها,شكوى,ط. الشكوى الأولى لوزير العدل رقم 230747621 ـ 30-04-1445 (4 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1413/10/26,14131026,شكوى أسامة أحمد زيني ـ دعوى رقم 42824717 ـ 30-04-1445 ـ حجم اقل.pdf,شكوى,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1413/10/26,14131026,شكوى أسامة أحمد زيني ـ دعوى رقم 42824717.pdf,شكوى,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1413/10/26,14131026,ملحق تنازل عدنان عن حصته ـ 10-02-1434,عقد / اتفاقية,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1423/02/20,14230220,التماس على الحكم النهائي ـ دائرة الاستئناف الثانية,حكم / صك,ب. المذكرات المقدمة من الطرفين (49 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1423/02/20,14230220,التماس على الحكم النهائي ـ نسخة,حكم / صك,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1423/02/20,14230220,التماس على الحكم النهائي ـ نسخة ثانية,حكم / صك,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1423/02/20,14230220,شكوى اسامة زيني لوزير العدل 13-11-1445 ـ 21-05-2024.pdf,شكوى,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1423/02/20,14230220,ملف مؤقت tmp,حكم / صك,ي. مرفقات خطاب شكوى وزير العدل الأولى والثانية (21 ملفاً),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1423/02/20,14230220,شكوى اسامة زيني الى وزير العدل ـ 13-011-1445 ـ 21-05-2024 ـ ومرفقاتها.pdf,شكوى,ك. إعادة فتح الشكوى الثانية 199058 ـ 13-11-1445 (7 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1423/02/20,14230220,شكوى لوزير العدل 13-11-1445,شكوى,ك. إعادة فتح الشكوى الثانية 199058 ـ 13-11-1445 (7 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1423/02/20,14230220,شكوى اسامة زيني الى وزير العدل ـ 26-04-1446 ـ 29-10-2024 ـ ومرفقاتها.pdf,شكوى,ل. الشكوى الثالثة لوزير العدل ـ 26-04-1446 (7 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1423/02/20,14230220,الشكوى الرابعة,شكوى,م. الشكوى الرابعة لوزير العدل ـ 09-06-1446 (ملفان),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1423/02/20,14230220,الشكوى ومرفقاتها,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
1423/02/20,14230220,مرفقات الشكوى,شكوى,ن. شكوى أسامة زيني إلى ولي العهد ـ 17-11-1445 (9 ملفات),[مخرج آلي / Script Output - سماوي],[مخرج آلي يحتاج مراجعة بشرية - وردي]
